
"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location","location_address","location_city","location_state","location_zip",":@computed_region_awaf_s7ux",":@computed_region_6mkv_f3dw",":@computed_region_vrxf_vc4k",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_rpca_8um6",":@computed_region_d9mm_jgwp",":@computed_region_d3ds_rm58"
"11840175","JC447604","2019-09-24T15:11:00.000","028XX S WELLS ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","false","0914","009","11","34","26","1175083","1885877","2019","2019-10-01T16:20:30.000","41.842230487","-87.632987338","POINT (-87.632987338 41.842230487)","","","","","26","21194","35","346","48","40","23","157"
"11839511","JC446669","2019-09-24T15:09:00.000","071XX S KEDZIE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0831","008","18","66","14","1156274","1857034","2019","2019-10-01T16:20:30.000","41.763481508","-87.702787499","POINT (-87.702787499 41.763481508)","","","","","6","21867","64","349","31","58","13","208"
"11839471","JC446756","2019-09-24T15:06:00.000","083XX S ASHLAND AVE","3731","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION","STREET","true","false","0614","006","21","71","24","1167125","1849405","2019","2019-10-01T16:20:30.000","41.742321317","-87.663234","POINT (-87.663234 41.742321317)","","","","","18","21554","70","531","13","59","20","237"
"11839606","JC447000","2019-09-24T15:00:00.000","011XX S PULASKI RD","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","STREET","false","false","1132","011","24","29","26","1149894","1894592","2019","2019-10-01T16:20:30.000","41.866671964","-87.725197591","POINT (-87.725197591 41.866671964)","","","","","36","21572","30","98","14","30","16","142"
"11839481","JC446684","2019-09-24T15:00:00.000","044XX N BROADWAY","0460","BATTERY","SIMPLE","SIDEWALK","false","false","1914","019","46","3","08B","1168513","1929771","2019","2019-10-01T16:20:30.000","41.962822877","-87.655825058","POINT (-87.655825058 41.962822877)","","","","","37","22616","31","241","39","15","5","6"
"11839434","JC446676","2019-09-24T15:00:00.000","017XX W 79TH ST","0460","BATTERY","SIMPLE","SIDEWALK","true","false","0611","006","17","71","08B","1166231","1852313","2019","2019-10-01T16:20:30.000","41.750320344","-87.666427043","POINT (-87.666427043 41.750320344)","","","","","17","21554","70","573","31","59","20","231"
"11840850","JC448026","2019-09-24T15:00:00.000","002XX W 83RD ST","0810","THEFT","OVER $500","PARKING LOT/GARAGE(NON.RESID.)","false","false","0622","006","21","44","06","1175944","1849925","2019","2019-10-01T16:20:30.000","41.74355527","-87.630905732","POINT (-87.630905732 41.74355527)","","","","","18","21554","40","1","13","59","20","236"
"11839977","JC447365","2019-09-24T15:00:00.000","019XX W DIVISION ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","OTHER","false","false","1212","012","1","24","11","1163031","1908001","2019","2019-10-01T16:20:30.000","41.903201873","-87.676593393","POINT (-87.676593393 41.903201873)","","","","","24","21560","25","481","41","4","15","63"
"11839661","JC446890","2019-09-24T15:00:00.000","065XX S PULASKI RD","0560","ASSAULT","SIMPLE","GOVERNMENT BUILDING/PROPERTY","false","false","0833","008","13","65","08A","1150823","1861114","2019","2019-10-01T16:20:30.000","41.774785606","-87.722660595","POINT (-87.722660595 41.774785606)","","","","","23","21867","63","238","15","58","13","209"
"11840620","JC448085","2019-09-24T15:00:00.000","020XX W WELLINGTON AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","1931","019","32","5","06","1162326","1919920","2019","2019-10-01T16:20:30.000","41.935923196","-87.678848871","POINT (-87.678848871 41.935923196)","","","","","16","21538","46","616","40","39","5","172"
"11840069","JC446680","2019-09-24T15:00:00.000","036XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, GROUNDS","false","false","1731","017","45","16","08B","1146726","1923676","2019","2019-10-01T16:20:30.000","41.946542477","-87.736084376","POINT (-87.736084376 41.946542477)","","","","","25","22618","16","327","50","21","1","25"
"11840516","JC448071","2019-09-24T15:00:00.000","041XX N HERMITAGE AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false","1912","019","47","6","11","1164056","1927535","2019","2019-10-01T16:20:30.000","41.956782727","-87.672275153","POINT (-87.672275153 41.956782727)","","","","","13","21186","57","651","18","53","5","8"
"11839438","JC446709","2019-09-24T15:00:00.000","038XX S WASHTENAW AVE","0320","ROBBERY","STRONGARM - NO WEAPON","SCHOOL, PUBLIC, GROUNDS","false","false","0911","009","12","58","03","1159000","1879123","2019","2019-10-01T16:20:30.000","41.824041442","-87.692192271","POINT (-87.692192271 41.824041442)","","","","","29","22248","55","638","1","56","23","96"
"11839618","JC446796","2019-09-24T15:00:00.000","029XX W WASHINGTON BLVD","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, GROUNDS","false","false","1222","012","27","27","08B","1156848","1900543","2019","2019-10-01T16:20:30.000","41.882864085","-87.699507229","POINT (-87.699507229 41.882864085)","","","","","48","21184","28","51","46","28","15","77"
"11840527","JC447898","2019-09-24T15:00:00.000","050XX W ADDISON ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","OTHER","false","false","1634","016","30","15","26","1142164","1923466","2019","2019-10-01T16:20:30.000","41.946052222","-87.752858313","POINT (-87.752858313 41.946052222)","","","","","25","22618","15","360","21","21","12","26"
"11839839","JC447098","2019-09-24T14:58:00.000","096XX S LUELLA AVE","0810","THEFT","OVER $500","RESIDENCE","false","false","0431","004","7","51","06","1192948","1841546","2019","2019-10-01T16:20:30.000","41.720164744","-87.568875487","POINT (-87.568875487 41.720164744)","","","","","43","21202","48","252","37","25","19","249"
"11839418","JC446688","2019-09-24T14:58:00.000","043XX W CERMAK RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","SIDEWALK","true","false","1012","010","24","29","18","1147606","1889014","2019","2019-10-01T16:20:30.000","41.851409403","-87.733740179","POINT (-87.733740179 41.851409403)","","","","","14","21569","30","125","28","57","21","161"
"11839541","JC446695","2019-09-24T14:55:00.000","019XX W WASHBURNE AVE","0460","BATTERY","SIMPLE","STREET","true","false","1233","012","28","28","08B","1163539","1894394","2019","2019-10-01T16:20:30.000","41.86585246","-87.675110774","POINT (-87.675110774 41.86585246)","","","","","48","14920","29","96","23","43","15","150"
"11840212","JC447512","2019-09-24T14:40:00.000","054XX W WEST END AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false","1523","015","28","25","11","1139760","1900936","2019","2019-10-01T16:20:30.000","41.884271707","-87.762246166","POINT (-87.762246166 41.884271707)","","","","","11","22216","26","674","45","32","25","84"
"11839477","JC446670","2019-09-24T14:40:00.000","017XX W HOWARD ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","2422","024","49","1","06","1163126","1950347","2019","2019-10-01T16:20:30.000","42.019399237","-87.675049485","POINT (-87.675049485 42.019399237)","","","","",,"21853",,"489",,,,
"11839577","JC446672","2019-09-24T14:40:00.000","031XX W MADISON ST","0560","ASSAULT","SIMPLE","CONVENIENCE STORE","false","false","1222","012","28","27","08A","1155397","1899849","2019","2019-10-01T16:20:30.000","41.880988964","-87.704854042","POINT (-87.704854042 41.880988964)","","","","","11","21184","28","39","23","28","15","77"
"11839540","JC446699","2019-09-24T14:40:00.000","026XX W BELMONT AVE","0430","BATTERY","AGGRAVATED: OTHER DANG WEAPON","APARTMENT","false","false","1411","014","33","21","04B","1158285","1921163","2019","2019-10-01T16:20:30.000","41.939417765","-87.693665808","POINT (-87.693665808 41.939417765)","","","","","2","21538","22","425","20","39","1","23"
"11839768","JC447185","2019-09-24T14:39:00.000","023XX W ROSCOE ST","0820","THEFT","$500 AND UNDER","RESIDENCE PORCH/HALLWAY","false","false","1921","019","32","5","06","1160281","1922528","2019","2019-10-01T16:20:30.000","41.943122304","-87.68629207","POINT (-87.68629207 41.943122304)","","","","","16","21538","46","646","40","39","5","21"
"11839422","JC446636","2019-09-24T14:38:00.000","033XX W 26TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1024","010","12","30","06","1154309","1886529","2019","2019-10-01T16:20:30.000","41.844459201","-87.709204691","POINT (-87.709204691 41.844459201)","","","","","14","21569","32","146","1","57","21","166"
"11839666","JC446707","2019-09-24T14:30:00.000","002XX N LA SALLE ST","0460","BATTERY","SIMPLE","BANK","false","false","0122","001","42","32","08B","1175098","1901792","2019","2019-10-01T16:20:30.000","41.885901992","-87.632455489","POINT (-87.632455489 41.885901992)","","","","","22","14309","38","92","36","42","22","79"
"11839820","JC446853","2019-09-24T14:30:00.000","073XX N ASHLAND BLVD","0890","THEFT","FROM BUILDING","RESIDENCE","false","false","2423","024","49","1","06","1164442","1948542","2019","2019-10-01T16:20:30.000","42.014418412","-87.670258223","POINT (-87.670258223 42.014418412)","","","","","3","21853","10","489","5","9","11","37"
"11840885","JC448063","2019-09-24T14:30:00.000","011XX S HAMILTON AVE","0454","BATTERY","AGG PO HANDS NO/MIN INJURY","GOVERNMENT BUILDING/PROPERTY","false","false","1225","012","27","28","08B","1162121","1895023","2019","2019-10-01T16:20:30.000","41.867608211","-87.680298775","POINT (-87.680298775 41.867608211)","","","","","48","21184","29","5","46","28","15","139"
"11839405","JC446623","2019-09-24T14:30:00.000","015XX N KOLIN AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT","false","false","2534","025","26","23","26","1147096","1909855","2019","2019-10-01T16:20:30.000","41.908609283","-87.735078813","POINT (-87.735078813 41.908609283)","","","","","4","4299","24","286","49","5","6","194"
"11839597","JC446852","2019-09-24T14:28:00.000","039XX E 106TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0432","004","10","52","06","1204206","1835283","2019","2019-10-01T16:20:30.000","41.702696883","-87.527856005","POINT (-87.527856005 41.702696883)","","","","","47","21202","49","715","47","25","19","247"
"11839449","JC446616","2019-09-24T14:27:00.000","022XX W 118TH ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","false","false","2212","022","19","75","11","1163598","1826412","2019","2019-10-01T16:20:30.000","41.679299343","-87.676799325","POINT (-87.676799325 41.679299343)","","","","","33","22212","74","378","42","13","9","257"
"11839640","JC446653","2019-09-24T14:26:00.000","0000X W OAK ST","2820","OTHER OFFENSE","TELEPHONE THREAT","OTHER","false","false","1824","018","2","8","08A","1175568","1907139","2019","2019-10-01T16:20:30.000","41.900563895","-87.630568743","POINT (-87.630568743 41.900563895)","","","","","22","14926","37","310","11","54","14","197"
"11839834","JC447259","2019-09-24T14:25:00.000","066XX N FAIRFIELD AVE","0810","THEFT","OVER $500","RESIDENCE-GARAGE","false","false","2412","024","50","2","06","1156789","1944008","2019","2019-10-01T16:20:30.000","42.002136173","-87.698541925","POINT (-87.698541925 42.002136173)","","","","","42","22528","20","40","27","12","11","46"
"11839965","JC446621","2019-09-24T14:25:00.000","059XX S WOLCOTT AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","true","0714","007","15","67","14","1164704","1865323","2019","2019-10-01T16:20:30.000","41.786053899","-87.671655922","POINT (-87.671655922 41.786053899)","","","","","44","22257","65","275","3","23","17","164"
"11839452","JC446662","2019-09-24T14:23:00.000","045XX W NORTH AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","2533","025","37","23","06","1145953","1910249","2019","2019-10-01T16:20:30.000","41.90971226","-87.73926766","POINT (-87.73926766 41.90971226)","","","","","4","22615","24","286","45","2","6","195"
"11840811","JC447733","2019-09-24T14:23:00.000","024XX W LOGAN BLVD","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","1431","014","1","22","06","1159591","1917153","2019","2019-10-01T16:20:30.000","41.928387218","-87.68897665","POINT (-87.68897665 41.928387218)","","","","","15","22535","23","240","41","1","7","184"
"11839428","JC446637","2019-09-24T14:21:00.000","046XX W DIVERSEY AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","DEPARTMENT STORE","true","false","2521","025","31","20","14","1144951","1918212","2019","2019-10-01T16:20:30.000","41.931582515","-87.742747165","POINT (-87.742747165 41.931582515)","","","","","7","22615","19","305","17","2","6","176"
"11839778","JC446642","2019-09-24T14:18:00.000","013XX W 73RD ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE PORCH/HALLWAY","false","true","0734","007","6","67","08B","1168565","1856355","2019","2019-10-01T16:20:30.000","41.761362172","-87.657757884","POINT (-87.657757884 41.761362172)","","","","","17","22257","65","408","32","23","17","216"
"11839588","JC446703","2019-09-24T14:15:00.000","075XX N CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","2422","024","49","1","06","1162907","1949949","2019","2019-10-01T16:20:30.000","42.018311737","-87.675866628","POINT (-87.675866628 42.018311737)","","","","","3","21853","10","489","5","9","11","33"
"11839491","JC446648","2019-09-24T14:15:00.000","079XX S ANTHONY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0411","004","8","45","08B","1187506","1852886","2019","2019-10-01T16:20:30.000","41.751413744","-87.588448328","POINT (-87.588448328 41.751413744)","","","","","9","21546","41","133","35","61","19","224"
"11839373","JC446605","2019-09-24T14:13:00.000","063XX S TALMAN AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","0825","008","16","66","26","1159802","1862401","2019","2019-10-01T16:20:30.000","41.778137638","-87.689709352","POINT (-87.689709352 41.778137638)","","","","","44","21867","64","319","2","58","13","274"
"11839990","JC447232","2019-09-24T14:13:00.000","098XX S CLYDE AVE","0810","THEFT","OVER $500","RESIDENCE PORCH/HALLWAY","false","false","0431","004","7","51","06","1192061","1840313","2019","2019-10-01T16:20:30.000","41.716802835","-87.572164207","POINT (-87.572164207 41.716802835)","","","","","43","21202","48","252","37","25","19","249"
"11840084","JC446628","2019-09-24T14:10:00.000","059XX S WINCHESTER AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","RESIDENCE","false","true","0714","007","16","67","04B","1164374","1865254","2019","2019-10-01T16:20:30.000","41.785871517","-87.672867811","POINT (-87.672867811 41.785871517)","","","","","44","22257","65","275","2","23","17","164"
"11840701","JC447131","2019-09-24T14:10:00.000","007XX S OAKLEY BLVD","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false","1225","012","28","28","08B","1161172","1896629","2019","2019-10-01T16:20:30.000","41.872034984","-87.683738094","POINT (-87.683738094 41.872034984)","","","","","8","21184","29","757","23","28","15","139"
"11839390","JC446635","2019-09-24T14:08:00.000","119XX S MICHIGAN AVE","2027","NARCOTICS","POSS: CRACK","ALLEY","true","false","0532","005","9","53","18","1178986","1825833","2019","2019-10-01T16:20:30.000","41.67737491","-87.620490487","POINT (-87.620490487 41.67737491)","","","","","30","21861","50","504","43","19","10","219"
"11839413","JC446645","2019-09-24T14:07:00.000","016XX N MAYFIELD AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","true","2531","025","29","25","26","1136840","1910376","2019","2019-10-01T16:20:30.000","41.91022908","-87.772742424","POINT (-87.772742424 41.91022908)","","","","","52","22615","26","597","7","2","6","154"
"11839432","JC446641","2019-09-24T14:05:00.000","083XX S BALTIMORE AVE","2900","WEAPONS VIOLATION","UNLAWFUL USE/SALE AIR RIFLE","PARKING LOT/GARAGE(NON.RESID.)","true","false","0423","004","7","46","15","1196529","1850421","2019","2019-10-01T16:20:30.000","41.744430477","-87.555465709","POINT (-87.555465709 41.744430477)","","","","","47","21202","42","244","37","25","19","238"
"11839361","JC446601","2019-09-24T14:05:00.000","063XX S ARTESIAN AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","SIDEWALK","true","false","0825","008","16","66","18","1161127","1862600","2019","2019-10-01T16:20:30.000","41.778656405","-87.684846319","POINT (-87.684846319 41.778656405)","","","","","44","21867","64","319","2","58","13","274"
"11839430","JC446619","2019-09-24T14:04:00.000","026XX N ELSTON AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1432","014","1","22","06","1160867","1917657","2019","2019-10-01T16:20:30.000","41.929743818","-87.684273777","POINT (-87.684273777 41.929743818)","","","","","24","22535","23","240","41","1","7","180"
"11843518","JC451662","2019-09-24T14:00:00.000","022XX N LISTER AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","false","false","1432","014","32","22","26",,,"2019","2019-10-01T16:20:30.000",,,,,,,,,,,,,,,
"11840266","JC447651","2019-09-24T14:00:00.000","010XX N KEELER AVE","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false","1111","011","37","23","08B","1148187","1906782","2019","2019-10-01T16:20:30.000","41.900155706","-87.731150217","POINT (-87.731150217 41.900155706)","","","","","4","4299","24","99","45","5","16","68"
"11840760","JC448437","2019-09-24T14:00:00.000","031XX N LECLAIRE AVE","0890","THEFT","FROM BUILDING","RESIDENCE PORCH/HALLWAY","false","false","2521","025","31","19","06","1141812","1920610","2019","2019-10-01T16:20:30.000","41.938221619","-87.754223085","POINT (-87.754223085 41.938221619)","","","","","27","22618","19","355","17","21","6","176"
"11840216","JC447630","2019-09-24T14:00:00.000","012XX W EDDY ST","0810","THEFT","OVER $500","STREET","false","false","1924","019","44","6","06","1167411","1923708","2019","2019-10-01T16:20:30.000","41.946209599","-87.660051809","POINT (-87.660051809 41.946209599)","","","","","38","4449","57","729","25","22","5","28"
"11839512","JC446844","2019-09-24T14:00:00.000","032XX W 51ST ST","0460","BATTERY","SIMPLE","RESTAURANT","false","false","0822","008","14","63","08B","1155786","1870635","2019","2019-10-01T16:20:30.000","41.800814456","-87.704211405","POINT (-87.704211405 41.800814456)","","","","","49","22248","61","776","8","56","13","129"
"11839643","JC447025","2019-09-24T14:00:00.000","002XX E HURON ST","0820","THEFT","$500 AND UNDER","HOSPITAL BUILDING/GROUNDS","false","false","1834","018","42","8","06","1178046","1905133","2019","2019-10-01T16:20:30.000","41.895003278","-87.62152816","POINT (-87.62152816 41.895003278)","","","","","22","21182","37","158","36","6","14","74"
"11841620","JC449330","2019-09-24T14:00:00.000","023XX W JARVIS AVE","0890","THEFT","FROM BUILDING","RESIDENCE","false","false","2411","024","50","2","06","1159268","1948953","2019","2019-10-01T16:20:30.000","42.015654607","-87.689285081","POINT (-87.689285081 42.015654607)","","","","","3","22528","20","341","27","12","11","35"
"11845284","JC453907","2019-09-24T14:00:00.000","004XX W 61ST PL","0890","THEFT","FROM BUILDING","RESIDENCE PORCH/HALLWAY","false","false","0711","007","20","68","06",,,"2019","2019-10-01T16:20:30.000",,,,,,,,,,,,,,,
"11844750","JC453251","2019-09-24T14:00:00.000","024XX W FILLMORE ST","0810","THEFT","OVER $500","RESIDENCE","false","false","1135","011","28","28","06",,,"2019","2019-10-01T16:20:30.000",,,,,,,,,,,,,,,
"11839869","JC447248","2019-09-24T14:00:00.000","0000X E 23RD ST","0820","THEFT","$500 AND UNDER","STREET","false","false","0131","001","3","33","06","1176856","1889115","2019","2019-10-01T16:20:30.000","41.851075936","-87.626383191","POINT (-87.626383191 41.851075936)","","","","","12","21194","34","193","9","40","22","94"
"11839938","JC447329","2019-09-24T14:00:00.000","038XX W VAN BUREN ST","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1133","011","28","26","05","1150827","1897749","2019","2019-10-01T16:20:30.000","41.875316942","-87.721689834","POINT (-87.721689834 41.875316942)","","","","","36","21572","27","736","23","30","16","141"
"11840107","JC446586","2019-09-24T13:58:00.000","031XX W 25TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","1033","010","12","30","08B","1156010","1887235","2019","2019-10-01T16:20:30.000","41.846362455","-87.702943244","POINT (-87.702943244 41.846362455)","","","","","29","21569","32","261","1","57","21","160"
"11839514","JC446721","2019-09-24T13:55:00.000","039XX W MADISON ST","1822","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","SIDEWALK","true","false","1122","011","28","26","18","1150055","1899721","2019","2019-10-01T16:20:30.000","41.880743391","-87.724472972","POINT (-87.724472972 41.880743391)","","","","","11","21572","27","658","23","30","16","82"
"11839412","JC446632","2019-09-24T13:55:00.000","079XX S LAFAYETTE AVE","1821","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","PARKING LOT/GARAGE(NON.RESID.)","true","false","0623","006","17","44","18","1177312","1852570","2019","2019-10-01T16:20:30.000","41.750782715","-87.625813624","POINT (-87.625813624 41.750782715)","","","","","31","21554","40","1","31","59","20","228"
"11839486","JC446607","2019-09-24T13:52:00.000","044XX N BROADWAY","0460","BATTERY","SIMPLE","SMALL RETAIL STORE","false","false","1913","019","46","3","08B","1168469","1929861","2019","2019-10-01T16:20:30.000","41.963070794","-87.655984213","POINT (-87.655984213 41.963070794)","","","","","37","22616","31","241","39","15","5","6"
"11839348","JC446571","2019-09-24T13:51:00.000","025XX S TROY ST","2022","NARCOTICS","POSS: COCAINE","SIDEWALK","true","false","1033","010","12","30","18","1155765","1887056","2019","2019-10-01T16:20:30.000","41.84587619","-87.703847201","POINT (-87.703847201 41.84587619)","","","","","29","21569","32","261","1","57","21","160"
"11839377","JC446569","2019-09-24T13:50:00.000","032XX E 93RD ST","0313","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","ALLEY","false","false","0424","004","10","46","03","1199055","1843900","2019","2019-10-01T16:20:30.000","41.726473327","-87.546428822","POINT (-87.546428822 41.726473327)","","","","","47","21202","42","510","47","25","19","239"
"11839764","JC447050","2019-09-24T13:50:00.000","008XX E 55TH ST","0890","THEFT","FROM BUILDING","MEDICAL/DENTAL OFFICE","false","false","0233","002","5","41","06","1182686","1868716","2019","2019-10-01T16:20:30.000","41.794965928","-87.605620246","POINT (-87.605620246 41.794965928)","","","","","32","22260","8","154","33","60","24","132"
"11839339","JC446570","2019-09-24T13:45:00.000","074XX S EAST END AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","0324","003","8","43","06","1188831","1855807","2019","2019-10-01T16:20:30.000","41.759397651","-87.583499623","POINT (-87.583499623 41.759397651)","","","","","9","22538","39","419","35","24","18","217"
"11839382","JC446627","2019-09-24T13:37:00.000","099XX S CRANDON AVE","4389","OTHER OFFENSE","VIOLATION GPS MONITORING DEVICE","SCHOOL, PUBLIC, BUILDING","false","true","0431","004","7","51","26","1193472","1839522","2019","2019-10-01T16:20:30.000","41.714597905","-87.567022232","POINT (-87.567022232 41.714597905)","","","","","43","21202","48","252","37","25","19","249"
"11839489","JC446599","2019-09-24T13:36:00.000","0000X N ALBANY AVE","1812","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","STREET","true","false","1222","012","27","27","18","1155709","1900277","2019","2019-10-01T16:20:30.000","41.882157163","-87.703696864","POINT (-87.703696864 41.882157163)","","","","","11","21184","28","39","46","28","15","77"
"11839547","JC446957","2019-09-24T13:30:00.000","040XX W GRAND AVE","0820","THEFT","$500 AND UNDER","DEPARTMENT STORE","false","false","2534","025","26","23","06","1148992","1909222","2019","2019-10-01T16:20:30.000","41.90683577","-87.728130174","POINT (-87.728130174 41.90683577)","","","","","4","4299","24","286","49","5","6","194"
"11840641","JC448343","2019-09-24T13:30:00.000","001XX W MONROE ST","0820","THEFT","$500 AND UNDER","SIDEWALK","false","false","0122","001","42","32","06","1175357","1899894","2019","2019-10-01T16:20:30.000","41.880687961","-87.631561392","POINT (-87.631561392 41.880687961)","","","","","22","14311","38","92","36","34","22","79"
"11842342","JC449296","2019-09-24T13:30:00.000","060XX N LINCOLN AVE","0820","THEFT","$500 AND UNDER","RESTAURANT","false","false","1711","017","50","13","06","1153675","1940312","2019","2019-10-01T16:20:30.000","41.992056956","-87.710097004","POINT (-87.710097004 41.992056956)","","","","","42","4450","13","747","27","50","1","53"
"11840803","JC448167","2019-09-24T13:30:00.000","002XX W RANDOLPH ST","0890","THEFT","FROM BUILDING","RESTAURANT","false","false","0122","001","42","32","06","1174560","1901264","2019","2019-10-01T16:20:30.000","41.88446517","-87.634446911","POINT (-87.634446911 41.88446517)","","","","","22","14914","38","92","36","46","22","79"
"11839785","JC446654","2019-09-24T13:30:00.000","002XX N LEAMINGTON AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","1532","015","28","25","08B","1142001","1901149","2019","2019-10-01T16:20:30.000","41.884814987","-87.754011553","POINT (-87.754011553 41.884814987)","","","","","11","22216","26","696","23","32","25","81"
"11842535","JC447778","2019-09-24T13:30:00.000","011XX W WILSON AVE","0460","BATTERY","SIMPLE","SCHOOL, PUBLIC, BUILDING","false","false","1913","019","46","3","08B",,,"2019","2019-10-01T16:20:30.000",,,,,,,,,,,,,,,
"11840805","JC448165","2019-09-24T13:30:00.000","008XX N MICHIGAN AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","RESIDENCE","false","false","1833","018","2","8","11","1177338","1906181","2019","2019-10-01T16:20:30.000","41.897895128","-87.624096605","POINT (-87.624096605 41.897895128)","","","","","22","21182","37","104","36","6","14","71"
"11840466","JC447947","2019-09-24T13:24:00.000","004XX N MC CLURG CT","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","false","true","1834","018","42","8","26","1179130","1903028","2019","2019-10-01T16:20:30.000","41.889202315","-87.617611457","POINT (-87.617611457 41.889202315)","","","","","22","21182","37","159","36","6","14","74"
"11839395","JC446551","2019-09-24T13:20:00.000","021XX W PETERSON AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","2413","024","40","2","06","1160994","1939841","2019","2019-10-01T16:20:30.000","41.990615196","-87.683188577","POINT (-87.683188577 41.990615196)","","","","","46","21849","6","664","24","50","2","55"
"11839535","JC446834","2019-09-24T13:15:00.000","066XX S DR MARTIN LUTHER KING JR DR","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","SCHOOL, PRIVATE, BUILDING","true","false","0312","003","20","69","18","1180061","1861107","2019","2019-10-01T16:20:30.000","41.774146678","-87.615478975","POINT (-87.615478975 41.774146678)","","","","","53","22260","67","122","4","60","18","277"
"11839391","JC446545","2019-09-24T13:13:00.000","023XX S WABASH AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","SCHOOL, PUBLIC, BUILDING","false","false","0131","001","3","33","14","1177116","1888799","2019","2019-10-01T16:20:30.000","41.850202933","-87.625438506","POINT (-87.625438506 41.850202933)","","","","","48","21194","34","193","9","40","22","94"
"11839393","JC446565","2019-09-24T13:12:00.000","0000X E 111TH PL","3710","INTERFERENCE WITH PUBLIC OFFICER","RESIST/OBSTRUCT/DISARM OFFICER","STREET","true","false","0531","005","9","49","24","1178538","1831046","2019","2019-10-01T16:20:30.000","41.691690311","-87.621972741","POINT (-87.621972741 41.691690311)","","","","","30","21861","45","253","43","19","10","265"
"11839402","JC446578","2019-09-24T13:10:00.000","019XX N HAMLIN AVE","2025","NARCOTICS","POSS: HALLUCINOGENS","SCHOOL, PRIVATE, BUILDING","true","false","2535","025","26","22","18","1150737","1912590","2019","2019-10-01T16:20:30.000","41.916043916","-87.721631784","POINT (-87.721631784 41.916043916)","","","","","10","22535","23","388","49","1","6","193"
"11839436","JC446520","2019-09-24T13:10:00.000","055XX W CHICAGO AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","1524","015","37","25","06","1139204","1904791","2019","2019-10-01T16:20:30.000","41.894860447","-87.764194002","POINT (-87.764194002 41.894860447)","","","","","4","22216","26","673","45","32","25","67"
